	Acandí	Riosucio	Bahía Solano (o Ciudad Mutis)	Coredó	Tutunendo	Arusí	Cérteguí	Nóvita	Cartago	Toro	Roldanillo	Buenaventura	Sevilla	Andalucía	Darién (o Calima)	Buga	Dagua	Ginebra	Palmira	Cali	Florida	Robles	Timbiquí	San Juan de Mechengue	Santander de Quilichao	Morales	Silvia	Patía (El Bordo)	Bolívar	Popayán	La Sierra	Iscuandé	Tumaco	Barbacoas1	Ricaurte2	La Cruz	La Florida	Potosí	Mocoa	San Antero	Puerto Escondido	Cereté	Sahagún	Tres Palmas	Tierra Alta	Planeta Rica	Ayapel	Turbo	Nechí	Caucasia	Chigorodó	Ituango	Dabeiba	Frontino	Cáceres	Zaragoza	Remedios	Yarumal	Amalfi	Yolombó	Santa Fe de Antioquia	San Pedro1	Urrao	Heliconia	Concordia	Montebello	Betania	Jardín	Santo Domingo	Puerto Berrío	Rionegro1	Cocorná	Sonsón	Mistrató	Santuario	Pereira	Pácora	Samaná	Aranzazu	Manzanares	Manizales	Calarcá	Mariquita	Herveo	El Líbano	Ambalema	Santa Isabel	San Antonio	Ibagué	Coello	San Luis	Cunday	Ortega	Purificación	Chaparral	Planadas	Natagaima	Alpujarra	Baraya	Santa María	Nátaga	Gigante	Neiva	Timaná	San Agustín	San Vicente del Caguán	Florencia	San Onofre	Tolú	San Pedro2	Corozal	San Benito Abad	Majagual	Puerto Colombia	Luruaco	Manatí	Villanueva	La Boquilla	Turbaco	Mahates	San Basilio de Palenque	María La Baja	San Juan Nepomuceno	El Carmen2	Mompós	San Martín de Loba	Simití	Bocas del Rosario	Puerto Wilches	Sabana de Torres	Suratá	Barrancabermeja	Rionegro2	Tona	Girón	San Vicente de Chucurí	Guaca	Aratoca	Málaga	Cimitarra	Suaita	Vélez	Jesús María	Simacota	Onzaga	Charalá	Güicán	Moniquirá	Saboyá	Muzo	Ráquira	Jericó	Socha	Duitama	Sotaquirá	Monguí	Firavitoba	Labranzagrande	Siachoque	Aquitania	Turmequé	Tenza	Miraflores	San Luis de Gaceno	Caparrapí	Paime	Simijaca	Ubaté	Villapinzón	Pacho	Guaduas	Tenjo	Facatativá	La Mesa	Bogotá	Nemocón	Manta	Guasca	Gachetá	Gachalá	Fómeque	Medina	Tocaima	Pasca	Pandi	Gutiérrez	Quetame	Restrepo	San Martín	Puerto López	Sitionuevo	Taganga	Ciénaga	Aracataca	Pivijay	Pedraza	Plato	El Difícil	Riohacha	Palomino	Barbacoas2	Uribia	Carraipía	Fonseca	Caracolí	Valledupar	Codazzi	Chiriguaná	Pailitas	La Jagua de Ibirico	Gamarra	Loma de Corredor	El Tarra	El Carmen1	San Calixto	Ocaña	Ábrego	Sardinata	Villacaro	Salazar de las Palmas	Puerto Villamizar	Ricaurte1	Cúcuta	Cáchira	Bochalema	Herrán	Pamplona	San Bernardo de Bata	Chitagá	Arauca	Tame	Pore	Trinidad	Yopal	Tauramena	Maní	Orocué
Villanueva	0.756215	0.841541	0.867304	0.863563	0.854054	0.849642	0.854581	0.861709	0.87943	0.854249	0.872935	0.850414	0.87193	0.846674	0.857973	0.890768	0.8607	0.875002	0.86767	0.881715	0.871603	0.848682	0.849757	0.862238	0.877502	0.854899	0.868506	0.860088	0.858802	0.849032	0.884339	0.862423	0.875291	0.832606	0.859436	0.865357	0.874011	0.863895	0.89508	0.761379	0.751613	0.7822	0.742535	0.742513	0.743188	0.771009	0.795796	0.812138	0.846987	0.801935	0.821836	0.863059	0.843291	0.847138	0.814357	0.831373	0.89498	0.875932	0.849922	0.85817	0.883968	0.848394	0.856226	0.849727	0.875924	0.880675	0.857659	0.884389	0.878869	0.851257	0.863507	0.862513	0.856047	0.869375	0.870114	0.874354	0.864229	0.875335	0.876209	0.874738	0.886285	0.870663	0.842833	0.86858	0.876801	0.857285	0.849661	0.867091	0.881523	0.87392	0.875156	0.881558	0.853402	0.86028	0.880362	0.861918	0.87337	0.868424	0.871674	0.86961	0.845494	0.859294	0.859849	0.862997	0.853793	0.879104	0.876548	0.71662	0.754918	0.776317	0.714205	0.745048	0.761662	0.705395	0.731367	0.750209	0	0.71812	0.692456	0.69545	0.737553	0.755349	0.702793	0.738971	0.739862	0.770102	0.794267	0.803053	0.829688	0.863365	0.88855	0.816491	0.874546	0.882775	0.872786	0.889576	0.898961	0.881085	0.891435	0.875094	0.879183	0.880595	0.863766	0.88761	0.879211	0.877083	0.895169	0.884914	0.862121	0.898085	0.87741	0.854887	0.875216	0.874615	0.882234	0.884144	0.861936	0.878588	0.889858	0.880066	0.885796	0.880289	0.865387	0.872326	0.861929	0.906736	0.877761	0.869765	0.888238	0.88197	0.88986	0.892714	0.858919	0.893977	0.874665	0.873108	0.866225	0.896455	0.87688	0.875591	0.903417	0.872339	0.851918	0.884411	0.889976	0.878146	0.883986	0.881626	0.868698	0.869607	0.741641	0.736707	0.736588	0.75856	0.742438	0.772061	0.734876	0.735419	0.776418	0.760185	0.757583	0.793833	0.810316	0.764483	0.756518	0.811896	0.767654	0.760113	0.810443	0.732361	0.785159	0.800206	0.845881	0.817947	0.856658	0.836893	0.860898	0.889211	0.86458	0.864131	0.865314	0.881862	0.873774	0.843665	0.86555	0.849851	0.857961	0.861468	0.859401	0.811762	0.874567	0.870045	0.856838	0.890559	0.879027	0.888687	0.875422
La Boquilla	0.748601	0.810349	0.858736	0.845049	0.851104	0.834899	0.826552	0.843884	0.88745	0.882405	0.886284	0.869767	0.880949	0.863229	0.856119	0.878359	0.855104	0.846969	0.879874	0.889324	0.892197	0.851763	0.82253	0.848807	0.869153	0.863802	0.882515	0.852372	0.870104	0.86552	0.87217	0.822149	0.840387	0.862	0.869397	0.866219	0.871333	0.851277	0.871861	0.732496	0.728261	0.74585	0.734076	0.740921	0.685833	0.774241	0.748289	0.815041	0.812934	0.830001	0.795847	0.870198	0.872163	0.851132	0.805877	0.81134	0.852805	0.850128	0.848357	0.884454	0.856891	0.864729	0.868668	0.843894	0.875499	0.875057	0.885468	0.872905	0.867944	0.858391	0.876369	0.866972	0.863903	0.862112	0.851334	0.875835	0.884774	0.884433	0.887533	0.887839	0.88836	0.867899	0.85912	0.867125	0.874745	0.86345	0.858293	0.884744	0.895478	0.875812	0.891826	0.895998	0.902039	0.856061	0.88888	0.862172	0.860337	0.874301	0.850374	0.891863	0.85368	0.865486	0.855148	0.870807	0.856376	0.885606	0.840828	0.70046	0.753509	0.760544	0.758855	0.746127	0.756398	0.711754	0.723522	0.741764	0.71812	0	0.69372	0.732343	0.640843	0.687398	0.762743	0.753448	0.734312	0.789216	0.804275	0.829847	0.855911	0.863317	0.848751	0.823715	0.878634	0.875047	0.865246	0.870881	0.886705	0.895278	0.874038	0.865572	0.875762	0.866338	0.878569	0.870465	0.891687	0.874186	0.903993	0.883558	0.841533	0.898963	0.884178	0.863904	0.880573	0.867288	0.889296	0.888406	0.895005	0.869271	0.9085	0.91578	0.883494	0.890945	0.881571	0.881384	0.89043	0.907469	0.888694	0.883771	0.892357	0.883914	0.888497	0.881729	0.87936	0.902223	0.867325	0.881484	0.876245	0.898633	0.873713	0.871828	0.882021	0.908169	0.872203	0.878686	0.882488	0.90059	0.894496	0.897976	0.874429	0.875711	0.767061	0.732	0.758805	0.769059	0.755332	0.766947	0.754773	0.729054	0.749098	0.73754	0.737223	0.764427	0.787827	0.795282	0.786364	0.797388	0.783982	0.73679	0.813992	0.750434	0.803557	0.782077	0.859266	0.818076	0.877559	0.853817	0.861434	0.883665	0.868091	0.880848	0.881209	0.888843	0.885495	0.87806	0.882165	0.864602	0.883822	0.880137	0.847609	0.84462	0.887206	0.870381	0.877475	0.872994	0.864294	0.881046	0.883257
Turbaco	0.76017	0.848778	0.855673	0.873888	0.8455	0.866522	0.876217	0.871458	0.894604	0.892924	0.863223	0.838173	0.897508	0.882108	0.901816	0.898778	0.861073	0.870083	0.889693	0.892014	0.880908	0.869384	0.854826	0.854593	0.890315	0.877214	0.873097	0.858089	0.840575	0.875709	0.867609	0.875472	0.870003	0.853575	0.869279	0.866398	0.879757	0.855678	0.872184	0.715122	0.750992	0.776279	0.749865	0.769102	0.7489	0.745965	0.791075	0.816951	0.830564	0.810493	0.826941	0.849807	0.851742	0.860991	0.827651	0.836026	0.881704	0.878841	0.870135	0.899213	0.872202	0.867676	0.86251	0.878048	0.896144	0.872367	0.897858	0.90394	0.871574	0.860478	0.86934	0.851504	0.88582	0.874793	0.88543	0.873052	0.870654	0.87997	0.887339	0.883078	0.885603	0.890506	0.877261	0.867042	0.864606	0.878335	0.849172	0.888406	0.904906	0.881787	0.859285	0.886521	0.88629	0.887157	0.892039	0.878888	0.886461	0.884033	0.864996	0.902074	0.867141	0.850858	0.870486	0.856753	0.873787	0.895596	0.87772	0.726678	0.760324	0.787045	0.734564	0.754666	0.761651	0.755205	0.744933	0.734595	0.692456	0.69372	0	0.687914	0.71646	0.710919	0.734337	0.731606	0.726355	0.779598	0.793297	0.818952	0.83363	0.874275	0.870498	0.845002	0.861403	0.857626	0.884191	0.871724	0.877288	0.872493	0.874785	0.866184	0.883291	0.876143	0.880717	0.843847	0.8782	0.88021	0.870919	0.870963	0.868416	0.882327	0.881897	0.87417	0.880477	0.868177	0.875544	0.854893	0.864332	0.856951	0.891216	0.87317	0.882062	0.894585	0.862537	0.869988	0.873567	0.880156	0.883253	0.8806	0.870241	0.882074	0.886245	0.878475	0.875596	0.86631	0.869421	0.870711	0.855359	0.893384	0.863937	0.867552	0.871122	0.863796	0.865504	0.897403	0.893365	0.902242	0.874808	0.885053	0.871415	0.860527	0.759639	0.759382	0.724185	0.753979	0.784319	0.794372	0.751158	0.741185	0.778136	0.738731	0.779722	0.774355	0.792111	0.782567	0.744429	0.79458	0.784897	0.768107	0.815137	0.752539	0.790951	0.801766	0.834281	0.833388	0.843607	0.816251	0.861872	0.863106	0.863973	0.843119	0.823297	0.858205	0.859365	0.872236	0.857444	0.846186	0.851231	0.855807	0.867469	0.822983	0.865711	0.874236	0.866185	0.8893	0.866547	0.870927	0.862059
Mahates	0.752061	0.834164	0.852659	0.853226	0.838844	0.858322	0.850064	0.859744	0.874485	0.858518	0.854837	0.859041	0.888859	0.883331	0.874001	0.886576	0.879076	0.871795	0.889262	0.873231	0.852312	0.879344	0.851784	0.868657	0.882902	0.886655	0.860487	0.884539	0.885061	0.874485	0.904251	0.894193	0.856895	0.820979	0.870686	0.880147	0.874733	0.864628	0.872939	0.733264	0.747975	0.757702	0.75454	0.750002	0.734869	0.735206	0.762355	0.820627	0.80465	0.800548	0.815062	0.863463	0.861969	0.874151	0.821252	0.817382	0.870759	0.87373	0.872168	0.861522	0.885489	0.867955	0.864967	0.843868	0.891899	0.877732	0.869206	0.894813	0.87566	0.856411	0.878947	0.874994	0.866978	0.859269	0.869083	0.858251	0.897838	0.882626	0.858256	0.887579	0.871846	0.892423	0.891758	0.86503	0.87645	0.876029	0.858534	0.858225	0.900852	0.869684	0.885145	0.901403	0.883237	0.866494	0.894632	0.883678	0.893883	0.885524	0.875044	0.887138	0.849781	0.853874	0.855123	0.866957	0.866556	0.884976	0.86638	0.704125	0.701538	0.781684	0.683844	0.714243	0.683036	0.737828	0.732222	0.747262	0.69545	0.732343	0.687914	0	0.680995	0.709329	0.724004	0.718441	0.719146	0.770131	0.778094	0.817548	0.844641	0.860585	0.871671	0.815626	0.863859	0.89184	0.872508	0.890472	0.871391	0.880993	0.877325	0.867664	0.893606	0.866873	0.868137	0.883044	0.883746	0.885378	0.891328	0.89482	0.857334	0.883681	0.913292	0.88896	0.881013	0.860818	0.887745	0.897169	0.887702	0.879961	0.915675	0.883726	0.909002	0.904884	0.893128	0.895974	0.886538	0.901034	0.908153	0.891685	0.906568	0.904652	0.892796	0.90579	0.881507	0.883907	0.869656	0.87601	0.894242	0.894714	0.890291	0.903881	0.898682	0.892709	0.887774	0.896115	0.883436	0.892581	0.904518	0.876881	0.891357	0.862548	0.734326	0.732412	0.694911	0.766036	0.767112	0.77957	0.766067	0.750341	0.770685	0.748058	0.76715	0.764941	0.768005	0.770802	0.751105	0.791626	0.775462	0.792161	0.841675	0.750914	0.792322	0.794504	0.872252	0.855332	0.879792	0.819818	0.853999	0.886386	0.85721	0.855046	0.858262	0.860217	0.87086	0.865049	0.885302	0.888131	0.89422	0.893185	0.883319	0.832116	0.859405	0.875809	0.862815	0.885874	0.855249	0.894393	0.899248
San Basilio de Palenque	0.754217	0.840895	0.858092	0.850135	0.835163	0.826681	0.841269	0.872307	0.887003	0.887493	0.888905	0.864784	0.881929	0.890756	0.873577	0.892686	0.894383	0.880676	0.899299	0.912328	0.888874	0.880066	0.864108	0.867664	0.888459	0.882755	0.902147	0.889916	0.864594	0.913741	0.893001	0.864243	0.850663	0.86325	0.893623	0.871049	0.89937	0.898228	0.872006	0.733361	0.7343	0.758464	0.760949	0.757608	0.733487	0.724588	0.780198	0.799603	0.841703	0.831325	0.83818	0.917147	0.879102	0.874996	0.809263	0.865621	0.877071	0.881634	0.862512	0.915317	0.91264	0.890671	0.899169	0.895101	0.907726	0.890469	0.88881	0.89165	0.885856	0.865179	0.899259	0.874637	0.881942	0.873734	0.905081	0.883934	0.885724	0.893598	0.874571	0.894768	0.904131	0.883328	0.869767	0.870368	0.892054	0.870838	0.89573	0.89578	0.906233	0.885978	0.869982	0.903859	0.91036	0.903261	0.904645	0.910593	0.898367	0.893567	0.869611	0.898207	0.866844	0.873285	0.869141	0.878078	0.88797	0.881802	0.865775	0.687177	0.764993	0.79122	0.754481	0.762586	0.709426	0.733829	0.730952	0.716884	0.737553	0.640843	0.71646	0.680995	0	0.680344	0.754484	0.756406	0.749084	0.824341	0.815883	0.794726	0.847388	0.893772	0.872846	0.818464	0.881117	0.892556	0.866239	0.89752	0.890622	0.890787	0.869066	0.890191	0.913282	0.870469	0.889587	0.865942	0.87965	0.872078	0.886413	0.887099	0.875113	0.878825	0.89303	0.893304	0.879518	0.868255	0.89882	0.865428	0.887785	0.898136	0.909977	0.879605	0.892943	0.913827	0.894988	0.900923	0.902658	0.910446	0.881156	0.890209	0.903865	0.898123	0.873354	0.903814	0.875692	0.893594	0.878646	0.884494	0.894764	0.902641	0.901602	0.911668	0.915267	0.884093	0.862707	0.8948	0.873401	0.881906	0.908239	0.910178	0.889894	0.905032	0.771829	0.782899	0.730401	0.820496	0.757253	0.758944	0.763039	0.761554	0.768062	0.763691	0.759574	0.76483	0.786849	0.789288	0.737727	0.77529	0.818945	0.778505	0.833213	0.753679	0.810947	0.787262	0.847909	0.830243	0.859314	0.83933	0.849775	0.879464	0.869211	0.859087	0.864914	0.851938	0.851625	0.863334	0.887232	0.89063	0.907741	0.885116	0.880789	0.836504	0.868461	0.852828	0.868545	0.880375	0.866144	0.868415	0.8718
María La Baja	0.775121	0.831165	0.870332	0.865315	0.829503	0.854708	0.837943	0.864151	0.881983	0.876819	0.88895	0.866446	0.887614	0.860651	0.871365	0.895533	0.871934	0.889794	0.880569	0.874417	0.870214	0.857591	0.855039	0.864491	0.868078	0.866278	0.891935	0.859624	0.882281	0.892015	0.870772	0.878731	0.852231	0.863252	0.881838	0.860527	0.861773	0.859324	0.872283	0.732647	0.777439	0.773388	0.765805	0.787276	0.75025	0.77448	0.784739	0.825973	0.824063	0.835736	0.842233	0.866676	0.857565	0.864033	0.82418	0.830535	0.87784	0.863517	0.860824	0.852561	0.876786	0.865002	0.869762	0.853782	0.879944	0.868442	0.873829	0.879383	0.852325	0.850076	0.873628	0.865885	0.869864	0.855504	0.868772	0.878426	0.842705	0.872387	0.878356	0.866322	0.872591	0.870073	0.863751	0.847236	0.855765	0.872009	0.868753	0.874553	0.88697	0.873284	0.868353	0.891651	0.878884	0.86534	0.879314	0.889283	0.886264	0.890222	0.868237	0.874756	0.875977	0.85462	0.876782	0.840042	0.847529	0.880351	0.862058	0.701324	0.7293	0.787852	0.757504	0.768637	0.759853	0.781098	0.762998	0.738364	0.755349	0.687398	0.710919	0.709329	0.680344	0	0.77352	0.764938	0.748947	0.812837	0.802392	0.814921	0.822909	0.867618	0.869741	0.853102	0.870074	0.860535	0.8585	0.889521	0.868334	0.874989	0.877122	0.892837	0.872413	0.878712	0.864553	0.8549	0.891911	0.871259	0.892316	0.897067	0.844954	0.892707	0.891543	0.866573	0.875207	0.857729	0.868217	0.873741	0.874334	0.860775	0.895387	0.878867	0.895089	0.869961	0.889513	0.874603	0.873049	0.880279	0.892749	0.908351	0.887302	0.871934	0.883058	0.892452	0.881761	0.886396	0.868439	0.879897	0.889364	0.892736	0.878982	0.881288	0.884744	0.878201	0.864974	0.869964	0.871903	0.888166	0.887284	0.886637	0.876993	0.858556	0.786764	0.777068	0.751844	0.807307	0.784082	0.814441	0.784458	0.759682	0.769231	0.797295	0.789717	0.793694	0.81199	0.802113	0.778399	0.816282	0.794787	0.78306	0.816799	0.787676	0.830192	0.815017	0.859421	0.864957	0.870494	0.846778	0.871659	0.883547	0.88033	0.854932	0.856048	0.876404	0.865664	0.882202	0.8869	0.881482	0.896951	0.88347	0.872855	0.842948	0.874857	0.862381	0.8637	0.885033	0.891952	0.888907	0.865888
San Juan Nepomuceno	0.782582	0.840502	0.840878	0.850541	0.824698	0.85904	0.841421	0.847779	0.876358	0.864513	0.873511	0.854547	0.87368	0.886168	0.869397	0.890589	0.85061	0.861163	0.85567	0.875763	0.841942	0.860947	0.844534	0.869115	0.87387	0.88276	0.886109	0.86117	0.841987	0.842586	0.874361	0.865928	0.882487	0.858165	0.85887	0.858291	0.883541	0.863122	0.860022	0.76016	0.731904	0.801128	0.767432	0.780424	0.819872	0.807018	0.789667	0.817214	0.840982	0.801133	0.832097	0.879493	0.836365	0.873267	0.809909	0.820064	0.875022	0.865934	0.873662	0.876178	0.860797	0.854084	0.876445	0.870953	0.882841	0.878443	0.872953	0.892448	0.878315	0.858902	0.871768	0.872847	0.88498	0.858593	0.888888	0.852588	0.893728	0.899114	0.876404	0.874374	0.894391	0.888062	0.859011	0.864122	0.852304	0.888602	0.85293	0.866743	0.883881	0.878086	0.876235	0.865925	0.860303	0.859465	0.869422	0.893798	0.8893	0.866877	0.868162	0.894315	0.874538	0.87593	0.855921	0.863462	0.856968	0.879901	0.865614	0.739238	0.747194	0.76871	0.699744	0.76529	0.75527	0.752158	0.755203	0.749442	0.702793	0.762743	0.734337	0.724004	0.754484	0.77352	0	0.693971	0.742091	0.762665	0.820692	0.786844	0.859456	0.863686	0.883175	0.795522	0.857272	0.875369	0.841222	0.900925	0.894176	0.889211	0.884828	0.841165	0.874965	0.866501	0.859072	0.850501	0.873883	0.86867	0.885218	0.871487	0.863439	0.88691	0.895983	0.859804	0.86588	0.858896	0.85559	0.861839	0.879157	0.866183	0.892482	0.858624	0.886505	0.89345	0.872583	0.881864	0.874393	0.879643	0.882437	0.861747	0.894058	0.870709	0.888822	0.889622	0.870045	0.856557	0.866322	0.881377	0.866709	0.8818	0.865297	0.870135	0.886246	0.862136	0.861577	0.87835	0.86577	0.899591	0.863751	0.893887	0.902939	0.861144	0.771563	0.749354	0.740944	0.784806	0.779701	0.776037	0.745645	0.738253	0.785137	0.796908	0.749802	0.796798	0.795654	0.797456	0.776939	0.779494	0.795224	0.789683	0.814302	0.799581	0.818212	0.808358	0.852628	0.81682	0.869828	0.849342	0.846585	0.899177	0.864751	0.835603	0.859926	0.834564	0.840648	0.839372	0.867905	0.86209	0.869407	0.884919	0.868266	0.839815	0.84282	0.847427	0.875581	0.858868	0.871763	0.868368	0.863603
El Carmen2	0.750362	0.831	0.829425	0.824966	0.851537	0.841574	0.828261	0.883737	0.858266	0.835572	0.834745	0.826651	0.856168	0.844018	0.852573	0.843725	0.854615	0.854954	0.836881	0.870368	0.852566	0.875694	0.871761	0.885579	0.850554	0.864646	0.860207	0.877184	0.858397	0.849055	0.872152	0.880198	0.854179	0.83436	0.859739	0.889527	0.864537	0.865419	0.854218	0.766573	0.739591	0.810582	0.779301	0.770086	0.793745	0.773476	0.807923	0.818042	0.847347	0.845099	0.828606	0.862179	0.862994	0.877292	0.814022	0.819493	0.863386	0.861357	0.85647	0.846576	0.882438	0.859748	0.854831	0.861602	0.898251	0.870319	0.868728	0.875256	0.867425	0.858923	0.890728	0.866521	0.876669	0.863021	0.838663	0.867427	0.862227	0.869791	0.899068	0.878614	0.892186	0.876328	0.858617	0.851054	0.854201	0.87175	0.832225	0.859797	0.876896	0.8716	0.8823	0.86183	0.87877	0.860096	0.860935	0.861449	0.878	0.855296	0.858495	0.875955	0.863513	0.870241	0.862078	0.862941	0.851482	0.874759	0.84651	0.75355	0.711427	0.756963	0.721735	0.748172	0.737303	0.727175	0.731512	0.727418	0.738971	0.753448	0.731606	0.718441	0.756406	0.764938	0.693971	0	0.703833	0.785333	0.790768	0.798042	0.84028	0.862118	0.886135	0.80915	0.866176	0.877494	0.880294	0.881621	0.891265	0.884658	0.873678	0.87014	0.879027	0.861303	0.884731	0.881555	0.867166	0.865438	0.882168	0.889047	0.867113	0.881084	0.875028	0.876986	0.900767	0.861586	0.888297	0.879203	0.867044	0.863628	0.88818	0.876691	0.870718	0.882446	0.891915	0.879542	0.865713	0.893011	0.874752	0.885342	0.89285	0.877971	0.889516	0.885509	0.87062	0.878607	0.862993	0.84475	0.886667	0.883345	0.880351	0.874399	0.888151	0.87967	0.842036	0.876695	0.867855	0.878492	0.869337	0.886074	0.888899	0.86513	0.763679	0.770748	0.741291	0.79404	0.783823	0.793281	0.729286	0.743716	0.783407	0.771201	0.764743	0.792414	0.769175	0.787457	0.797696	0.777724	0.800258	0.803936	0.830385	0.800003	0.818737	0.800972	0.846333	0.86309	0.86662	0.855981	0.843852	0.898366	0.842474	0.847156	0.872691	0.875995	0.852029	0.835821	0.879622	0.882265	0.880043	0.88517	0.892186	0.853579	0.894588	0.87606	0.882647	0.871996	0.85643	0.892231	0.868909
Mompós	0.734957	0.825478	0.858731	0.854159	0.815314	0.817439	0.835508	0.838157	0.859365	0.849001	0.844919	0.852516	0.856327	0.843325	0.849124	0.873833	0.871404	0.85739	0.854296	0.874044	0.845836	0.843754	0.864213	0.852774	0.88148	0.889494	0.893218	0.848324	0.849536	0.859126	0.862236	0.867859	0.831828	0.810923	0.85393	0.862469	0.853558	0.850396	0.847095	0.777997	0.769075	0.796496	0.760828	0.797152	0.778747	0.754949	0.778195	0.819186	0.795036	0.829525	0.844712	0.825934	0.822228	0.839057	0.793419	0.821809	0.858615	0.845688	0.836414	0.836751	0.857277	0.834913	0.830418	0.852087	0.86097	0.822035	0.866181	0.862358	0.830397	0.837101	0.856748	0.842314	0.855747	0.8363	0.849854	0.850092	0.8472	0.874194	0.861132	0.8542	0.837174	0.835146	0.846879	0.849149	0.866667	0.853069	0.840693	0.844226	0.880967	0.851725	0.868615	0.870195	0.851243	0.84383	0.860369	0.853768	0.871838	0.852267	0.830489	0.863408	0.848381	0.826428	0.840481	0.828444	0.845881	0.854862	0.826106	0.744981	0.68926	0.742161	0.68634	0.727566	0.709652	0.725469	0.74211	0.732585	0.739862	0.734312	0.726355	0.719146	0.749084	0.748947	0.742091	0.703833	0	0.709763	0.766065	0.787043	0.818776	0.842401	0.853548	0.808814	0.834109	0.860498	0.850896	0.858091	0.886008	0.856708	0.867373	0.851863	0.853511	0.860262	0.855507	0.82922	0.861575	0.861689	0.870645	0.868415	0.805988	0.864718	0.868841	0.858344	0.856781	0.834378	0.872025	0.869345	0.860966	0.82047	0.858756	0.871484	0.873997	0.854645	0.859312	0.851544	0.845834	0.869702	0.865165	0.851861	0.851824	0.864284	0.862577	0.874481	0.844931	0.855051	0.847277	0.841911	0.851353	0.860625	0.845892	0.857604	0.877548	0.85119	0.862562	0.861581	0.874212	0.84549	0.851869	0.858842	0.867945	0.846014	0.758307	0.762319	0.761318	0.786415	0.785128	0.787004	0.749913	0.75029	0.767623	0.75282	0.771817	0.781389	0.765478	0.799609	0.772478	0.778086	0.777944	0.764993	0.812385	0.722986	0.765717	0.783468	0.859599	0.831748	0.840358	0.830467	0.820583	0.858116	0.839778	0.850838	0.860118	0.858482	0.860275	0.858678	0.871441	0.872681	0.869327	0.883736	0.872068	0.833115	0.86644	0.869617	0.845727	0.877734	0.86221	0.868145	0.869021
San Martín de Loba	0.782456	0.830432	0.854439	0.882251	0.853204	0.853174	0.877301	0.84989	0.87699	0.8631	0.849234	0.843979	0.888956	0.851314	0.869931	0.871524	0.867426	0.846777	0.828131	0.864017	0.861455	0.863812	0.861471	0.877134	0.878378	0.877464	0.878609	0.859608	0.86898	0.860142	0.870605	0.86876	0.853505	0.840054	0.858317	0.866458	0.8727	0.864118	0.840652	0.820807	0.801666	0.84088	0.785787	0.799001	0.82185	0.824088	0.797883	0.807622	0.818085	0.814957	0.840431	0.871373	0.853368	0.85315	0.853248	0.8	0.858515	0.884973	0.875258	0.847479	0.865125	0.857037	0.8453	0.867911	0.876305	0.869723	0.854537	0.874921	0.87064	0.84372	0.85042	0.848592	0.880154	0.865923	0.86708	0.885013	0.915787	0.891819	0.879278	0.888164	0.867563	0.852539	0.850292	0.8726	0.868956	0.842966	0.840748	0.864331	0.894944	0.860858	0.867861	0.879622	0.850244	0.845551	0.876902	0.857686	0.870753	0.851247	0.853514	0.866218	0.863601	0.848348	0.829689	0.850878	0.831909	0.884134	0.828199	0.796647	0.745775	0.752712	0.716988	0.788237	0.775824	0.794936	0.801318	0.804093	0.770102	0.789216	0.779598	0.770131	0.824341	0.812837	0.762665	0.785333	0.709763	0	0.778481	0.810543	0.83391	0.86058	0.877738	0.810381	0.835843	0.877308	0.871107	0.84262	0.862671	0.875252	0.865756	0.886605	0.875465	0.858812	0.869609	0.840013	0.851336	0.877894	0.897145	0.866155	0.881459	0.892241	0.883241	0.855021	0.870617	0.848092	0.854163	0.88466	0.875448	0.868908	0.891886	0.883763	0.895389	0.887653	0.864059	0.882818	0.840709	0.862979	0.847993	0.864119	0.884871	0.865594	0.855596	0.868096	0.856016	0.874428	0.841215	0.874573	0.869036	0.882147	0.859591	0.866538	0.868066	0.843629	0.856128	0.88223	0.879462	0.88361	0.869772	0.858088	0.888946	0.86318	0.787664	0.805368	0.792159	0.798149	0.811461	0.785109	0.766942	0.76598	0.82291	0.812476	0.78211	0.809501	0.817521	0.802502	0.778701	0.798175	0.782752	0.779205	0.787419	0.735407	0.773133	0.765262	0.85296	0.833945	0.886577	0.851295	0.835813	0.873634	0.879952	0.850224	0.86431	0.85615	0.888128	0.863733	0.878194	0.883252	0.896955	0.880238	0.900842	0.842148	0.862503	0.8776	0.831889	0.854088	0.833854	0.845698	0.869225
